New_Id,Sample_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
BRA270,BRA270,,,,,,,,,,,,,,,,,,,,,,,,
BRA271,BRA271,,,,,,,,,,,,,,,,,,,,,,,,
BRA272,BRA272,,,,,,,,,,,,,,,,,,,,,,,,
BRA273,BRA273,,,,,,,,,,,,,,,,,,,,,,,,
BRA274,BRA274,,,,,,,,,,,,,,,,,,,,,,,,
BRA275,BRA275,,,,,,,,,,,,,,,,,,,,,,,,
BRA276,BRA276,,,,,,,,,,,,,,,,,,,,,,,,
BRA277,BRA277,,,,,,,,,,,,,,,,,,,,,,,,
BRA278,BRA278,,,,,,,,,,,,,,,,,,,,,,,,
BRA279,BRA279,,,,,,,,,,,,,,,,,,,,,,,,
BRA280,BRA280,,,,,,,,,,,,,,,,,,,,,,,,
BRA281,BRA281,,,,,,,,,,,,,,,,,,,,,,,,
BRA282,BRA282,,,,,,,,,,,,,,,,,,,,,,,,
BRA283,BRA283,,,,,,,,,,,,,,,,,,,,,,,,
BRA284,BRA284,,,,,,,,,,,,,,,,,,,,,,,,
BRA285,BRA285,,,,,,,,,,,,,,,,,,,,,,,,
BRA286,BRA286,,,,,,,,,,,,,,,,,,,,,,,,
BRA287,BRA287,,,,,,,,,,,,,,,,,,,,,,,,
BRA288,BRA288,,,,,,,,,,,,,,,,,,,,,,,,
BRA289,BRA289,,,aacA4crC_2neg,,,,,,,,,,,,,,,,,,,,,
BRA290,BRA290,,,,,,,,G9-240_46neg,,,,,,,,,,,,,,,,
BRA291,BRA291,,,,,,,,,,,,,,,,,,,,,,,,
BRA292,BRA292,,,,,,,,,,,,,,,,,,,,,,,,
BRA293,BRA293,,,,,,,,,,,,,,,,,,,,,,,,
BRA294,BRA294,,,,,,,,,,,,,,,,,,,,,,,,
BRA295,BRA295,,,,,,,,G9-240G_36neg,,,,,,,,,,,,,,,,
BRA296,BRA296,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,,,,,,,,,
BRA297,BRA297,,,,,,,,,,,,,,,,,,,,,,,,
BRA298,BRA298,,,,,,,,,,,,,,,,,,,,,,,,
BRA299,BRA299,,,,,,,,,,,,,,,,,,,,,,,,
BRA300,BRA300,,,,,,,,,,,,,,,,,,,,,,,,
BRA301,BRA301,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
BRA302,BRA302,,,,,,,,G1-240G,,,,,blaKPC,,,blaOXA-30-like,,,,,,,,
BRA303,BRA303,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
CHG001,CHG1,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG010,CHG10,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG100,CHG100,,,,,,,,,,,,,,,,,,,,,,,,
CHG101,CHG101,,,,,,,,,,,,,,,,,,,,,,,,
CHG102,CHG102,,,,,,,,,,,,,,,,,,,,,,,,
CHG103,CHG103,,,,,,,,,,,,,,,,,,,,,,,,
CHG104,CHG104,,,,,,,,,,,,,,,,,,,,,,,,
CHG105,CHG105,,,,,,,,,,,,,,,,,,,,,,,,
CHG106,CHG106,,,,,,,,,,,,,,,,,,,,,,,,
CHG107,CHG107,,,,,,,,,,,,,,,,,,,,,,,,
CHG108,CHG108,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG109,CHG109,,,,,,,,,,,,,,,,,,,,,,,,
CHG011,CHG11,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG110,CHG110,negative,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG111,CHG111,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
CHG112,CHG112,,,,,,,,,,,,,,,,,,,,,,,,
CHG113,CHG113,,,,,,,,,,,,,,,,,,,,,,,,
CHG114,CHG114,,,,,,,,,,,,,,,,,,,,,,,,
CHG115,CHG115,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG116,CHG116,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
CHG117,CHG117,,,,,,,,,,,,,,,,,,,,,,,,
CHG118,CHG118,,,,,,,,,,,,,,,blaOXA-10-like,,,,,,,,,
CHG119,CHG119,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG012,CHG12,,,,,,,,,,,,,,,,,,,,,,,,
CHG120,CHG120,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG121,CHG121,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG122,CHG122,,,,,,,,,,,,,,,,,,,,,,,,
CHG123,CHG123,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG124,CHG124,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
CHG125,CHG125,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG126,CHG126,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG127,CHG127,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG128,CHG128,,,,,,,,,,,,,,,,,,,,,,,,
CHG129,CHG129,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG013,CHG13,,,,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM_2neg,,
CHG130,CHG130,aac(3)-IId+IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG131,CHG131,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG132,CHG132,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
CHG133,CHG133,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG134,CHG134,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG135,CHG135,aac(3)-IIe,,,,,,,G1-240G+G9-240D_36neg,,,,,,,,blaOXA-30-like,,,,,,,,
CHG136,CHG136,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG137,CHG137,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG138,CHG138,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG139,CHG139,,,,,,,,,,,,,,,,,,,,,,,,
CHG014,CHG14,,,,,,,,,,,,,,,,,,,,,,,,
CHG140,CHG140,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
CHG141,CHG141,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
CHG142,CHG142,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG143,CHG143,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG144,CHG144,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG145,CHG145,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG146,CHG146,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG147,CHG147,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG148,CHG148,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG149,CHG149,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG015,CHG15,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG150,CHG150,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG151,CHG151,negative,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM_2neg,,
CHG152,CHG152,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG153,CHG153,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG154,CHG154,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG155,CHG155,,,,,,,,,,,,,,,,,,,,,,,,
CHG156,CHG156,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG157,CHG157,aac(3)-IId,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG158,CHG158,aac(3)-IId,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG159,CHG159,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG016,CHG16,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG160,CHG160,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
CHG161,CHG161,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG162,CHG162,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG163,CHG163,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG164,CHG164,,,,aadB,,,,,,,,,,,,,,,,,,,,
CHG165,CHG165,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG166,CHG166,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG167,CHG167,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
CHG168,CHG168,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG169,CHG169,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG017,CHG17,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG170,CHG170,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG171,CHG171,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM_2neg,,
CHG172,CHG172,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG173,CHG173,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,,,
CHG174,CHG174,aac(3)-IId,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG175,CHG175,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG176,CHG176,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG177,CHG177,,,,,,,,,,,,,,,,,,,,,,,,
CHG178,CHG178,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
CHG179,CHG179,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,,,
CHG018,CHG18,,,,,,,,,,,,,,,,,,,,,,,,
CHG180,CHG180,,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG181,CHG181,,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG182,CHG182,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
CHG183,CHG183,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG184,CHG184,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_1neg,,
CHG185,CHG185,aac(3)-IIe,,,,,,,G1-240G,,,,,blaKPC,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG186,CHG186,,,,,,,,,,,,,,,,,,,,,,,,
CHG187,CHG187,,,,,,,,,,,,,blaKPC,,,,,,,,,blaTEM-1-like,,
CHG188,CHG188,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG189,CHG189,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG019,CHG19,,,,,,,,,,,,,,,,,,rmtB,,,,,,
CHG190,CHG190,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,,,
CHG191,CHG191,aac(3)-IId,,,,,,,,,,,,blaKPC,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG192,CHG192,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG193,CHG193,,,,,,,,,,,,,blaKPC,,,,,,,,,blaTEM-1-like,blaVEB,
CHG194,CHG194,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG195,CHG195,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG196,CHG196,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG197,CHG197,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG198,CHG198,,,,,,,,,,,,,,,,,,,,,,,,
CHG199,CHG199,,,,,,blaACT-5-like,,,,,,,blaKPC,,,,,,,,,blaTEM_1C,,
CHG002,CHG2,,,,,,,,,,,,,,,,,,,,,,,,
CHG020,CHG20,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG200,CHG200,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG201,CHG201,,,,,,,,,,,,,,,,,,,,,,,,
CHG021,CHG21,,,,,,,,,,,,,,,,,,,,,,,,
CHG022,CHG22,,,,,,,,,,,,,,,,,,,,,,,,
CHG023,CHG23,,,,,,,,,,,,,,,,,,,,,,,,
CHG024,CHG24,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
CHG025,CHG25,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG026,CHG26,,,,,,,,,,,,,,,,,,,,,,,,
CHG027,CHG27,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG028,CHG28,negative,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG029,CHG29,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
CHG003,CHG3,,,,,,,,,,,,,,,,,,,,,,,,
CHG030,CHG30,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG031,CHG31,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG032,CHG32,,,,,,,,blaCTX-M-1,,,,,,,,,,,,,,,,
CHG033,CHG33,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,,,
CHG034,CHG34,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG035,CHG35,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG036,CHG36,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG037,CHG37,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG038,CHG38,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG039,CHG39,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
CHG004,CHG4,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG040,CHG40,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG041,CHG41,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG042,CHG42,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
CHG043,CHG43,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG044,CHG44,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
CHG045,CHG45,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM_1CG,,
CHG046,CHG46,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG047,CHG47,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG048,CHG48,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG049,CHG49,,,,,,,,,,,,,,,,,,,,,,,,
CHG005,CHG5,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG050,CHG50,,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,,,
CHG051,CHG51,negative,,,,,,,,,,,,,,,,,,,,,,,
CHG052,CHG52,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
CHG053,CHG53,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG054,CHG54,,,,,,,,,,,,,,,,,,,,,,,,
CHG055,CHG55,,,,,,,,,,,,,,,,,,,,,,,,
CHG056,CHG56,,,,,,,,,,,,,,,,,,,,,,,,
CHG057,CHG57,,,,,,,,,,,,,,,,,,,,,,,,
CHG058,CHG58,,,,,,,,,,,,,,,,,,,,,,,,
CHG059,CHG59,,,,,,,,,,,,,,,,,,,,,,,,
CHG006,CHG6,,,,,,,,,,,,,,,,,,,,,,,,
CHG060,CHG60,,,,,,,,,,,,,,,,,,,,,,,,
CHG061,CHG61,,,,,,,,,,,,,,,,,,,,,,,,
CHG062,CHG62,,,,,,,,,,,,,,,,,,,,,,,,
CHG063,CHG63,aac(3)-IId,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG064,CHG64,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
CHG065,CHG65,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG066,CHG66,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
CHG067,CHG67,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG068,CHG68,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,,,
CHG069,CHG69,,,,aadB,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,blaVEB,
CHG007,CHG7,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG070,CHG70,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
CHG071,CHG71,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG072,CHG72,,,,,,,,,,,,,,,blaOXA-10-like,,,,,,,,,
CHG073,CHG73,aac(3)-IIe_3neg,,,,,,,,,,,,,,,,,,,,,,,
CHG074,CHG74,,,,,,,,,,,,,,,,,,,,,,,,
CHG075,CHG75,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
CHG076,CHG76,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
CHG077,CHG77,,,,,,,,,,,,,,,,,,,,,,,,
CHG078,CHG78,,,,,,blaACT_2MUTmix,,G1-240G,,,blaGES-2-like,blaIMP-4-like_13neg,,,,,,,,,,blaTEM_2neg,,
CHG079,CHG79,negative,,,,,,,,,,,,,,,,,,,,,,,
CHG008,CHG8,,,,,,,,,,,,,,,,,,,,,,,,
CHG080,CHG80,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG081,CHG81,,,,,,,,,,,,,,,,,,,,,,,,
CHG082,CHG82,,,,,,,,,,,,,,,,,,,,,,,,
CHG083,CHG83,,,,,,,,,,,,,,,,,,,,,,,,
CHG084,CHG84,,,,,,,,,,,,,,,,,,,,,,,,
CHG085,CHG85,,,,,,,,,,,,,,,,,,,,,,,,
CHG086,CHG86,,,,,,,,,,,,,,,,,,,,,,,,
CHG087,CHG87,,,,,,,,,,,,,,,,,,,,,,,,
CHG088,CHG88,,,,,,,,,,,,,,,,,,,,,,,,
CHG089,CHG89,,,,,,,,,,,,,,,,,,,,,,,,
CHG009,CHG9,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
CHG090,CHG90,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG091,CHG91,,,,,,,,,,,,,,,,,,,,,,,,
CHG092,CHG92,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG093,CHG93,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG094,CHG94,,,,aadB,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG095,CHG95,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
CHG096,CHG96,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG097,CHG97,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG098,CHG98,,,,,,blaACT-1-like,blaCMY-2-like,,,,,,,,,,,,,,,,,
CHG099,CHG99,,,,,,,,,,,,,,,,,,,,,,,,
ITA001,ITA001,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_1neg,,
ITA002,ITA002,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
ITA003,ITA003,,,,,,,,,,,,,,,,,,,,,,,,blaVIM-1-like
ITA004,ITA004,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
ITA005,ITA005,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
ITA006,ITA006,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
ITA007,ITA007,,,,,,,,,,,,,,,,,,,,,,,,
ITA008,ITA008,aac(3)-IId+IIe,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
ITA009,ITA009,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
ITA010,ITA010,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
ITA011,ITA011,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
ITA012,ITA012,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA013,ITA013,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
ITA014,ITA014,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA015,ITA015,aac(3)-IIe,,,,armA,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
ITA016,ITA016,,,,,,,,blaCTX-M-1,,,,,,,,,,,,,,,,
ITA017,ITA017,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA018,ITA018,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
ITA019,ITA019,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
ITA020,ITA020,,,,,,,,G1_240G+G9-240D,,,,,,,,,,,,,,,,
ITA021,ITA021,,,,,,,,,,,,,,,,,,,,,,,,
ITA022,ITA022,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA023,ITA023,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
ITA024,ITA024,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA025,ITA025,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
ITA026,ITA026,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
ITA027,ITA027,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
ITA028,ITA028,aac(3)-IIe,,,,,,,G1-240G,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-ESBL-238S,,
ITA029,ITA029,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA030,ITA030,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
ITA031,ITA031,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
ITA032,ITA032,aac(3)-IId,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
ITA033,ITA033,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
ITA034,ITA034,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
ITA035,ITA035,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
ITA036,ITA036,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA037,ITA037,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
ITA038,ITA038,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA039,ITA039,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
ITA040,ITA040,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
ITA041,ITA041,aac(3)-IId,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
ITA042,ITA042,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA043,ITA043,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
ITA044,ITA044,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA045,ITA045,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA046,ITA046,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA047,ITA047,,,,,,,,blaCTX-M-1,,,,,,,,,,,,,,blaTEM-1-like,,
ITA048,ITA048,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA049,ITA049,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA050,ITA050,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
ITA051,ITA051,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
ITA052,ITA052,,,,,,,,G1-240G,blaDHA,,,,,,,,,,,,,,,
ITA053,ITA053,,,,,,,,blaCTX-M-1,,,,,,,,,,,,,,blaTEM-1-like,,
ITA054,ITA054,,,,,,,,,,,,,,,,,,,,,,,,
ITA055,ITA055,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
