Sample_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
BRA152,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA153,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA154,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA155,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,blaKPC,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA156,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA157,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA158,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA159,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA160,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,blaKPC,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA161,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA162,aac(3)-IId,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,rmtB,NA,NA,NA,blaTEM-1-like,NA,NA
BRA163,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA164,aac(3)-IId,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,rmtB,NA,NA,NA,blaTEM-1-like,NA,NA
BRA165,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA166,NA,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA167,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA168,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA169,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM_2neg,NA,NA
BRA170,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA172,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA173,NA,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA174,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA175,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA176,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA177,NA,NA,aacA4GEN±AMK_2neg,NA,NA,NA,NA,G8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA178,NA,NA,aacA4GEN±AMK_2neg,NA,NA,NA,NA,G8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA179,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA180,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA181,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA182,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA183,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,rmtB,NA,NA,NA,blaTEM-1-like,NA,NA
BRA184,NA,NA,NA,NA,NA,NA,NA,G9-240D+G2,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,rmtB,NA,NA,NA,blaTEM-1-like,NA,NA
BRA185,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA186,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA187,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G+G9-240D_3neg,NA,NA,NA,NA,blaKPC,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM_1neg,NA,NA
BRA188,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
BRA189,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA190,aac(3)-II_3neg,NA,NA,NA,NA,NA,NA,G1-240G+G9-240D,NA,NA,NA,NA,blaKPC,NA,NA,blaOXA-30-like,NA,rmtB,NA,NA,NA,blaTEM-1-like,NA,NA
BRA191,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA192,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,rmtB,NA,NA,NA,blaTEM-1-like,NA,NA
BRA193,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA194,NA,NA,aacA4GEN±AMK_2neg,NA,NA,NA,NA,G8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA195,aac(3)-IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA196,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA197,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA198,NA,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM_2neg,NA,NA
BRA199,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA200,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,blaKPC,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA205,aac(3)-IId+IIe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA207,NA,NA,aacA4GEN±AMK_2neg,NA,NA,NA,NA,G8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA210,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,blaIMP-4-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM_1neg,NA,NA
BRA211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM_1neg,NA,NA
BRA219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM_2MUTmix,NA,NA
BRA229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA237,NA,NA,NA,NA,NA,NA,NA,G2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA289,NA,NA,aacA4crC_2neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA290,NA,NA,NA,NA,NA,NA,NA,G9-240_46neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA295,NA,NA,NA,NA,NA,NA,NA,G9-240G_36neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA296,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA301,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D_36neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
BRA302,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,blaKPC,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
BRA303,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHG1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
CHG10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
CHG100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHG101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHG102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHG103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHG104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHG105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHG106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHG107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHG108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
CHG109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
