Sample Id,Site,Species,3GCR,GENR,Old_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
BRA194,Brazil,K. pneumoniae,R,R,BRA194,,,aacA4GEN±AMK_2neg,,,,,G8,,,,,,,,,,,,,,blaTEM-1-like,,
BRA195,Brazil,K. pneumoniae,R,R,BRA195,aac(3)-IIe,,,,,,,,,,,,blaKPC,,,,,,,,,blaTEM-1-like,,
BRA196,Brazil,K. pneumoniae,R,R,BRA196,aac(3)-IIe,,,,,,,G2,,,,,blaKPC,,,,,,,,,blaTEM-1-like,,
BRA197,Brazil,K. pneumoniae,R,R,BRA197,aac(3)-IIe,,,,,,,G2,,,,,blaKPC,,,,,,,,,blaTEM-1-like,,
BRA198,Brazil,K. pneumoniae,R,R,BRA198,,,,,,,,G2,,,,,,,,,,,,,,blaTEM_2neg,,
BRA199,Brazil,K. pneumoniae,R,R,BRA199,aac(3)-IIe,,,,,,,G2,,,,,,,,,,,,,,blaTEM-1-like,,
BRA200,Brazil,K. pneumoniae,R,R,BRA200,aac(3)-IIe,,,,,,,G2,,,,,blaKPC,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
BRA201,Brazil,E. coli,S,S,BRA201,,,,,,,,,,,,,,,,,,,,,,,,
BRA202,Brazil,E. coli,S,S,BRA202,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA203,Brazil,E. coli,S,S,BRA203,,,,,,,,,,,,,,,,,,,,,,,,
BRA204,Brazil,E. coli,S,S,BRA204,,,,,,,,,,,,,,,,,,,,,,,,
BRA205,Brazil,E. coli,S,S,BRA205,aac(3)-IId+IIe,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA206,Brazil,E. coli,S,S,BRA206,,,,,,,,,,,,,,,,,,,,,,,,
BRA207,Brazil,E. coli,S,S,BRA207,,,aacA4GEN±AMK_2neg,,,,,G8,,,,,,,,,,,,,,blaTEM-1-like,,
BRA208,Brazil,E. coli,S,S,BRA208,,,,,,,,,,,,,,,,,,,,,,,,
BRA209,Brazil,E. coli,S,S,BRA209,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA210,Brazil,E. coli,S,S,BRA210,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,blaIMP-4-like,,,,,,,,,,blaTEM_1neg,,
BRA211,Brazil,E. coli,S,S,BRA211,,,,,,,,,,,,,,,,,,,,,,,,
BRA212,Brazil,E. coli,S,S,BRA212,,,,,,,,,,,,,,,,,,,,,,,,
BRA213,Brazil,E. coli,S,S,BRA213,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA214,Brazil,E. coli,S,S,BRA214,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA215,Brazil,E. coli,S,S,BRA215,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA216,Brazil,E. coli,S,S,BRA216,,,,,,,,,,,,,,,,,,,,,,,,
BRA217,Brazil,E. coli,S,S,BRA217,,,,,,,,,,,,,,,,,,,,,,,,
BRA218,Brazil,E. coli,S,S,BRA218,,,,,,,,,,,,,,,,,,,,,,blaTEM_1neg,,
BRA219,Brazil,E. coli,S,S,BRA219,,,,,,,,,,,,,,,,,,,,,,,,
BRA220,Brazil,E. coli,S,S,BRA220,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA221,Brazil,E. coli,S,S,BRA221,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA222,Brazil,E. coli,S,S,BRA222,,,,,,,,,,,,,,,,,,,,,,,,
BRA223,Brazil,E. coli,S,S,BRA223,,,,,,,,,,,,,,,,,,,,,,,,
BRA224,Brazil,E. coli,S,S,BRA224,,,,,,,,,,,,,,,,,,,,,,,,
BRA225,Brazil,E. coli,S,S,BRA225,,,,,,,,,,,,,,,,,,,,,,,,
BRA226,Brazil,E. coli,S,S,BRA226,,,,,,,,,,,,,,,,,,,,,,,,
BRA227,Brazil,E. coli,S,S,BRA227,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA228,Brazil,E. coli,S,S,BRA228,,,,,,,,,,,,,,,,,,,,,,blaTEM_2MUTmix,,
BRA229,Brazil,E. coli,S,S,BRA229,,,,,,,,,,,,,,,,,,,,,,,,
BRA230,Brazil,E. coli,S,S,BRA230,,,,,,,,,,,,,,,,,,,,,,,,
BRA231,Brazil,E. coli,S,S,BRA231,,,,,,,,,,,,,,,,,,,,,,,,
BRA232,Brazil,E. coli,S,S,BRA232,,,,,,,,,,,,,,,,,,,,,,,,
BRA233,Brazil,E. coli,S,S,BRA233,,,,,,,,,,,,,,,,,,,,,,,,
BRA234,Brazil,E. coli,S,S,BRA234,,,,,,,,,,,,,,,,,,,,,,,,
BRA235,Brazil,E. coli,S,S,BRA235,,,,,,,,,,,,,,,,,,,,,,,,
BRA236,Brazil,E. coli,S,S,BRA236,,,,,,,,,,,,,,,,,,,,,,,,
BRA237,Brazil,E. coli,R,R,BRA237,,,,,,,,G2,,,,,,,,,,,,,,,,
BRA238,Brazil,E. coli,S,S,BRA238,,,,,,,,,,,,,,,,,,,,,,,,
BRA239,Brazil,E. coli,S,S,BRA239,,,,,,,,,,,,,,,,,,,,,,,,
BRA240,Brazil,E. coli,S,S,BRA240,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA241,Brazil,E. coli,S,S,BRA241,,,,,,,,,,,,,,,,,,,,,,,,
BRA242,Brazil,E. coli,S,S,BRA242,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA243,Brazil,E. coli,S,S,BRA243,,,,,,,,,,,,,,,,,,,,,,,,
BRA244,Brazil,E. coli,S,S,BRA244,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA245,Brazil,E. coli,S,S,BRA245,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA246,Brazil,E. coli,S,S,BRA246,,,,,,,,,,,,,,,,,,,,,,,,
BRA247,Brazil,E. coli,S,S,BRA247,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA248,Brazil,E. coli,S,S,BRA248,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA249,Brazil,E. coli,S,S,BRA249,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA250,Brazil,E. coli,S,S,BRA250,,,,,,,,,,,,,,,,,,,,,,,,
BRA251,Brazil,K. pneumoniae,S,S,BRA251,,,,,,,,,,,,,,,,,,,,,,,,
BRA252,Brazil,K. pneumoniae,S,S,BRA252,,,,,,,,,,,,,,,,,,,,,,,,
BRA253,Brazil,K. pneumoniae,S,S,BRA253,,,,,,,,,,,,,,,,,,,,,,,,
BRA254,Brazil,K. pneumoniae,S,S,BRA254,,,,,,,,,,,,,,,,,,,,,,,,
BRA255,Brazil,K. pneumoniae,S,S,BRA255,,,,,,,,,,,,,,,,,,,,,,,,
BRA256,Brazil,K. pneumoniae,S,S,BRA256,,,,,,,,,,,,,,,,,,,,,,,,
BRA257,Brazil,K. pneumoniae,S,S,BRA257,,,,,,,,,,,,,,,,,,,,,,,,
BRA258,Brazil,K. pneumoniae,S,S,BRA258,,,,,,,,,,,,,,,,,,,,,,,,
BRA259,Brazil,K. pneumoniae,S,S,BRA259,,,,,,,,,,,,,,,,,,,,,,,,
BRA260,Brazil,K. pneumoniae,S,S,BRA260,,,,,,,,,,,,,,,,,,,,,,,,
BRA261,Brazil,K. pneumoniae,S,S,BRA261,,,,,,,,,,,,,,,,,,,,,,,,
BRA262,Brazil,K. pneumoniae,S,S,BRA262,,,,,,,,,,,,,,,,,,,,,,,,
BRA263,Brazil,K. pneumoniae,S,S,BRA263,,,,,,,,,,,,,,,,,,,,,,,,
BRA264,Brazil,K. pneumoniae,S,S,BRA264,,,,,,,,,,,,,,,,,,,,,,,,
BRA265,Brazil,K. pneumoniae,S,S,BRA265,,,,,,,,,,,,,,,,,,,,,,,,
BRA266,Brazil,K. pneumoniae,S,S,BRA266,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
BRA267,Brazil,K. pneumoniae,S,S,BRA267,,,,,,,,,,,,,,,,,,,,,,,,
BRA268,Brazil,K. pneumoniae,S,S,BRA268,,,,,,,,,,,,,,,,,,,,,,,,
BRA269,Brazil,K. pneumoniae,S,S,BRA269,,,,,,,,,,,,,,,,,,,,,,,,
BRA270,Brazil,K. pneumoniae,S,S,BRA270,,,,,,,,,,,,,,,,,,,,,,,,
BRA271,Brazil,K. pneumoniae,S,S,BRA271,,,,,,,,,,,,,,,,,,,,,,,,
BRA272,Brazil,K. pneumoniae,S,S,BRA272,,,,,,,,,,,,,,,,,,,,,,,,
BRA273,Brazil,K. pneumoniae,S,S,BRA273,,,,,,,,,,,,,,,,,,,,,,,,
BRA274,Brazil,K. pneumoniae,S,S,BRA274,,,,,,,,,,,,,,,,,,,,,,,,
BRA275,Brazil,K. pneumoniae,S,S,BRA275,,,,,,,,,,,,,,,,,,,,,,,,
BRA276,Brazil,K. pneumoniae,S,S,BRA276,,,,,,,,,,,,,,,,,,,,,,,,
BRA277,Brazil,K. pneumoniae,S,S,BRA277,,,,,,,,,,,,,,,,,,,,,,,,
BRA278,Brazil,K. pneumoniae,S,S,BRA278,,,,,,,,,,,,,,,,,,,,,,,,
BRA279,Brazil,K. pneumoniae,S,S,BRA279,,,,,,,,,,,,,,,,,,,,,,,,
BRA280,Brazil,K. pneumoniae,S,S,BRA280,,,,,,,,,,,,,,,,,,,,,,,,
BRA281,Brazil,K. pneumoniae,S,S,BRA281,,,,,,,,,,,,,,,,,,,,,,,,
BRA282,Brazil,K. pneumoniae,S,S,BRA282,,,,,,,,,,,,,,,,,,,,,,,,
BRA283,Brazil,K. pneumoniae,S,S,BRA283,,,,,,,,,,,,,,,,,,,,,,,,
BRA284,Brazil,K. pneumoniae,S,S,BRA284,,,,,,,,,,,,,,,,,,,,,,,,
BRA285,Brazil,K. pneumoniae,S,S,BRA285,,,,,,,,,,,,,,,,,,,,,,,,
BRA286,Brazil,K. pneumoniae,S,S,BRA286,,,,,,,,,,,,,,,,,,,,,,,,
BRA287,Brazil,K. pneumoniae,S,S,BRA287,,,,,,,,,,,,,,,,,,,,,,,,
BRA288,Brazil,K. pneumoniae,S,S,BRA288,,,,,,,,,,,,,,,,,,,,,,,,
BRA289,Brazil,K. pneumoniae,S,S,BRA289,,,aacA4crC_2neg,,,,,,,,,,,,,,,,,,,,,
BRA290,Brazil,K. pneumoniae,S,S,BRA290,,,,,,,,G9-240_46neg,,,,,,,,,,,,,,,,
BRA291,Brazil,K. pneumoniae,S,S,BRA291,,,,,,,,,,,,,,,,,,,,,,,,
BRA292,Brazil,K. pneumoniae,S,S,BRA292,,,,,,,,,,,,,,,,,,,,,,,,
BRA293,Brazil,K. pneumoniae,S,S,BRA293,,,,,,,,,,,,,,,,,,,,,,,,
BRA294,Brazil,K. pneumoniae,S,S,BRA294,,,,,,,,,,,,,,,,,,,,,,,,
BRA295,Brazil,K. pneumoniae,S,S,BRA295,,,,,,,,G9-240G_36neg,,,,,,,,,,,,,,,,
BRA296,Brazil,K. pneumoniae,R,R,BRA296,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,,,,,,,,,
BRA297,Brazil,K. pneumoniae,S,S,BRA297,,,,,,,,,,,,,,,,,,,,,,,,
BRA298,Brazil,K. pneumoniae,S,S,BRA298,,,,,,,,,,,,,,,,,,,,,,,,
BRA299,Brazil,K. pneumoniae,S,S,BRA299,,,,,,,,,,,,,,,,,,,,,,,,
BRA300,Brazil,K. pneumoniae,S,S,BRA300,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BRA301,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
,,,,,BRA302,,,,,,,,G1-240G,,,,,blaKPC,,,blaOXA-30-like,,,,,,,,
,,,,,BRA303,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
CHG001,Chicago,E. coli,S,S,CHG001,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG002,Chicago,E. coli,S,S,CHG002,,,,,,,,,,,,,,,,,,,,,,,,
CHG003,Chicago,E. coli,S,S,CHG003,,,,,,,,,,,,,,,,,,,,,,,,
CHG004,Chicago,E. coli,S,S,CHG004,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG005,Chicago,E. coli,S,S,CHG005,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG006,Chicago,E. coli,S,S,CHG006,,,,,,,,,,,,,,,,,,,,,,,,
CHG007,Chicago,E. coli,S,S,CHG007,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG008,Chicago,E. coli,S,S,CHG008,,,,,,,,,,,,,,,,,,,,,,,,
CHG009,Chicago,E. coli,S,S,CHG009,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
CHG010,Chicago,K. pneumoniae,S,S,CHG010,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG011,Chicago,E. coli,S,S,CHG011,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG012,Chicago,E. coli,S,S,CHG012,,,,,,,,,,,,,,,,,,,,,,,,
CHG013,Chicago,E. coli,S,S,CHG013,,,,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM_2neg,,
CHG014,Chicago,E. coli,S,S,CHG014,,,,,,,,,,,,,,,,,,,,,,,,
CHG015,Chicago,E. coli,S,S,CHG015,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG016,Chicago,E. coli,S,S,CHG016,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG017,Chicago,E. coli,S,S,CHG017,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG018,Chicago,K. pneumoniae,S,S,CHG018,,,,,,,,,,,,,,,,,,,,,,,,
CHG019,Chicago,E. coli,S,S,CHG019,,,,,,,,,,,,,,,,,,,,,,,,
CHG020,Chicago,E. coli,S,S,CHG020,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG021,Chicago,E. coli,S,S,CHG021,,,,,,,,,,,,,,,,,,,,,,,,
CHG022,Chicago,E. coli,S,S,CHG022,,,,,,,,,,,,,,,,,,,,,,,,
CHG023,Chicago,E. coli,S,S,CHG023,,,,,,,,,,,,,,,,,,,,,,,,
CHG024,Chicago,E. coli,S,S,CHG024,,,,,,,,,,,,,,,,,,,,,,,,
CHG025,Chicago,E. coli,S,S,CHG025,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG026,Chicago,E. coli,S,S,CHG026,,,,,,,,,,,,,,,,,,,,,,,,
CHG027,Chicago,E. coli,S,S,CHG027,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG028,Chicago,E. coli,R,S,CHG028,negative,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG029,Chicago,E. coli,R,S,CHG029,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
CHG030,Chicago,E. coli,R,R,CHG030,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG031,Chicago,E. coli,R,R,CHG031,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG032,Chicago,E. coli,R,S,CHG032,,,,,,,,blaCTX-M-1,,,,,,,,,,,,,,,,
CHG033,Chicago,E. coli,R,R,CHG033,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,,,
CHG034,Chicago,E. coli,R,S,CHG034,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG035,Chicago,E. coli,R,R,CHG035,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG036,Chicago,E. coli,R,S,CHG036,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG037,Chicago,E. coli,R,R,CHG037,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG038,Chicago,E. coli,R,S,CHG038,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG039,Chicago,E. coli,R,S,CHG039,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
CHG040,Chicago,E. coli,R,R,CHG040,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG041,Chicago,E. coli,R,S,CHG041,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG042,Chicago,E. coli,R,S,CHG042,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
CHG043,Chicago,E. coli,R,R,CHG043,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG044,Chicago,E. coli,R,S,CHG044,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
CHG045,Chicago,E. coli,R,R,CHG045,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM_1CG,,
CHG046,Chicago,E. coli,R,S,CHG046,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG047,Chicago,E. coli,R,S,CHG047,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG048,Chicago,E. coli,S,S,CHG048,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG049,Chicago,E. coli,S,S,CHG049,,,,,,,,,,,,,,,,,,,,,,,,
CHG050,Chicago,E. coli,S,S,CHG050,,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,,,
CHG051,Chicago,E. coli,S,S,CHG051,negative,,,,,,,,,,,,,,,,,,,,,,,
CHG052,Chicago,E. coli,S,S,CHG052,,,,,,,,,,,,,,,,,,,,,,,,
CHG053,Chicago,E. coli,S,S,CHG053,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG054,Chicago,E. coli,S,S,CHG054,,,,,,,,,,,,,,,,,,,,,,,,
CHG055,Chicago,E. coli,S,S,CHG055,,,,,,,,,,,,,,,,,,,,,,,,
CHG056,Chicago,E. coli,S,S,CHG056,,,,,,,,,,,,,,,,,,,,,,,,
CHG057,Chicago,E. coli,S,S,CHG057,,,,,,,,,,,,,,,,,,,,,,,,
CHG058,Chicago,E. coli,S,S,CHG058,,,,,,,,,,,,,,,,,,,,,,,,
CHG059,Chicago,K. pneumoniae,S,S,CHG059,,,,,,,,,,,,,,,,,,,,,,,,
CHG060,Chicago,K. pneumoniae,S,S,CHG060,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CHG061,,,,,,,,,,,,,,,,,,,,,,,,
CHG062,Chicago,K. pneumoniae,S,S,CHG062,,,,,,,,,,,,,,,,,,,,,,,,
CHG063,Chicago,K. pneumoniae,R,R,CHG063,aac(3)-IId,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG064,Chicago,E. coli,R,R,CHG064,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
CHG065,Chicago,E. coli,R,S,CHG065,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG066,Chicago,E. coli,R,S,CHG066,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
CHG067,Chicago,K. pneumoniae,R,R,CHG067,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG068,Chicago,K. pneumoniae,S,R,CHG068,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,,,
CHG069,Chicago,K. pneumoniae,R,R,CHG069,,,,aadB,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,blaVEB,
CHG070,Chicago,E. coli,R,S,CHG070,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
CHG071,Chicago,E. coli,R,S,CHG071,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG072,Chicago,K. pneumoniae,R,S,CHG072,,,,,,,,,,,,,,,blaOXA-10-like,,,,,,,,,
CHG073,Chicago,K. pneumoniae,S,S,CHG073,aac(3)-IIe_3neg,,,,,,,,,,,,,,,,,,,,,,,
CHG074,Chicago,K. pneumoniae,S,S,CHG074,,,,,,,,,,,,,,,,,,,,,,,,
CHG075,Chicago,E. coli,R,S,CHG075,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
CHG076,Chicago,E. coli,R,S,CHG076,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
CHG077,Chicago,K. pneumoniae,S,S,CHG077,,,,,,,,,,,,,,,,,,,,,,,,
CHG078,Chicago,K. pneumoniae,S,S,CHG078,,,,,,blaACT_2MUTmix,,G1-240G,,,blaGES-2-like,blaIMP-4-like_13neg,,,,,,,,,,blaTEM_2neg,,
CHG079,Chicago,K. pneumoniae,S,S,CHG079,negative,,,,,,,,,,,,,,,,,,,,,,,
CHG080,Chicago,K. pneumoniae,S,S,CHG080,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG081,Chicago,K. pneumoniae,S,S,CHG081,,,,,,,,,,,,,,,,,,,,,,,,
CHG082,Chicago,K. pneumoniae,S,S,CHG082,,,,,,,,,,,,,,,,,,,,,,,,
CHG083,Chicago,K. pneumoniae,S,S,CHG083,,,,,,,,,,,,,,,,,,,,,,,,
CHG084,Chicago,K. pneumoniae,S,S,CHG084,,,,,,,,,,,,,,,,,,,,,,,,
CHG085,Chicago,K. pneumoniae,S,S,CHG085,,,,,,,,,,,,,,,,,,,,,,,,
CHG086,Chicago,K. pneumoniae,S,S,CHG086,,,,,,,,,,,,,,,,,,,,,,,,
CHG087,Chicago,E. coli,S,S,CHG087,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CHG088,,,,,,,,,,,,,,,,,,,,,,,,
CHG089,Chicago,K. pneumoniae,S,S,CHG089,,,,,,,,,,,,,,,,,,,,,,,,
CHG090,Chicago,E. coli,S,R,CHG090,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG091,Chicago,E. coli,S,R,CHG091,,,,,,,,,,,,,,,,,,,,,,,,
CHG092,Chicago,E. coli,S,R,CHG092,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG093,Chicago,E. coli,S,R,CHG093,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG094,Chicago,E. coli,S,R,CHG094,,,,aadB,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG095,Chicago,E. coli,R,R,CHG095,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
CHG096,Chicago,E. coli,S,R,CHG096,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG097,Chicago,E. coli,S,R,CHG097,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM_1neg,,
,,,,,CHG098,,,,,,blaACT-1-like,blaCMY-2-like,,,,,,,,,,,,,,,,,
CHG099,Chicago,K. pneumoniae,S,S,CHG099,,,,,,,,,,,,,,,,,,,,,,,,
CHG100,Chicago,K. pneumoniae,S,S,CHG100,,,,,,,,,,,,,,,,,,,,,,,,
CHG101,Chicago,K. pneumoniae,S,S,CHG101,,,,,,,,,,,,,,,,,,,,,,,,
CHG102,Chicago,K. pneumoniae,S,S,CHG102,,,,,,,,,,,,,,,,,,,,,,,,
CHG103,Chicago,K. pneumoniae,S,S,CHG103,,,,,,,,,,,,,,,,,,,,,,,,
CHG104,Chicago,K. pneumoniae,S,S,CHG104,,,,,,,,,,,,,,,,,,,,,,,,
CHG105,Chicago,K. pneumoniae,S,S,CHG105,,,,,,,,,,,,,,,,,,,,,,,,
CHG106,Chicago,K. pneumoniae,S,S,CHG106,,,,,,,,,,,,,,,,,,,,,,,,
CHG107,Chicago,K. pneumoniae,S,S,CHG107,,,,,,,,,,,,,,,,,,,,,,,,
CHG108,Chicago,K. pneumoniae,S,S,CHG108,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG109,Chicago,K. pneumoniae,S,S,CHG109,,,,,,,,,,,,,,,,,,,,,,,,
CHG110,Chicago,E. coli,S,S,CHG110,negative,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG111,Chicago,K. pneumoniae,S,S,CHG111,,,,,,,,,,,,,,,,,,,,,,,,
CHG112,Chicago,K. pneumoniae,S,S,CHG112,,,,,,,,,,,,,,,,,,,,,,,,
CHG113,Chicago,K. pneumoniae,S,S,CHG113,,,,,,,,,,,,,,,,,,,,,,,,
CHG114,Chicago,K. pneumoniae,S,S,CHG114,,,,,,,,,,,,,,,,,,,,,,,,
CHG115,Chicago,E. coli,R,R,CHG115,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG116,Chicago,E. coli,R,S,CHG116,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
CHG117,Chicago,K. pneumoniae,S,S,CHG117,,,,,,,,,,,,,,,,,,,,,,,,
CHG118,Chicago,K. pneumoniae,R,S,CHG118,,,,,,,,,,,,,,,blaOXA-10-like,,,,,,,,,
CHG119,Chicago,E. coli,S,R,CHG119,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG120,Chicago,E. coli,S,R,CHG120,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG121,Chicago,E. coli,R,R,CHG121,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
CHG122,Chicago,K. pneumoniae,S,S,CHG122,,,,,,,,,,,,,,,,,,,,,,,,
CHG123,Chicago,E. coli,R,S,CHG123,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
CHG124,Chicago,E. coli,R,S,CHG124,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
CHG125,Chicago,E. coli,,,CHG125,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG126,Chicago,E. coli,R,S,CHG126,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
CHG127,Chicago,E. coli,S,R,CHG127,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG128,Chicago,K. pneumoniae,S,S,CHG128,,,,,,,,,,,,,,,,,,,,,,,,
CHG129,Chicago,E. coli,S,R,CHG129,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG130,Chicago,E. coli,R,R,CHG130,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
CHG131,Chicago,E. coli,S,R,CHG131,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
CHG132,Chicago,E. coli,R,R,CHG132,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
CHG133,Chicago,E. coli,R,R,CHG133,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
