Sample Id,Site,Species,3GCR,GENR,CTXM,SHV,TEM,KPC,IMP,NDM,VIM,CMY2,DHA,OXA10,OXA30,OXA48,VEB,GES,ACTMIR,aac(3)II,aacA4,aac6Ib/II,aadB,armA,rmtB,rmtC,rmtF,
BRA195,Brazil,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,KPC,,,,,,,,,,,,aac(3)-IIe,aacA4 (Amk),,,,,,,
BRA196,Brazil,K. pneumoniae,R,R,CTX-M-2-like,SHV-1-like,TEM-1-like,KPC,,,,,,,,,,,,aac(3)-IIe,aacA4 (Amk),,,,,,,
BRA197,Brazil,K. pneumoniae,R,R,CTX-M-2-like,SHV-1-like,TEM-1-like,KPC,,,,,,,,,,,,aac(3)-IIe,aacA4 (Amk),,,,,,,
BRA198,Brazil,K. pneumoniae,R,R,CTX-M-2-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA199,Brazil,K. pneumoniae,R,R,CTX-M-2-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,aacA4 (Amk),,,,,,,
BRA200,Brazil,K. pneumoniae,R,R,CTX-M-2-like,SHV-1-like,TEM-1-like,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 (Amk) and aacA4 cr (C),,,,,,,
BRA201,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA202,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA203,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA204,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA205,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA206,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA207,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA208,Brazil,E. coli,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA209,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA210,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA211,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA212,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA213,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA214,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA215,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA216,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA217,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA218,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA219,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA220,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA221,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA222,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA223,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA224,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA225,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA226,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA227,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA228,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA229,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA230,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA231,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA232,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA233,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA234,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA235,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA236,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA237,Brazil,E. coli,R,R,CTX-M-2-like,,,,,,,,,,,,,,,,,,,,,,,
BRA238,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA239,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA240,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA241,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA242,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA243,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA244,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA245,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA246,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA247,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA248,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA249,Brazil,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA250,Brazil,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA251,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA252,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA253,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA254,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA255,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA256,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA257,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA258,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA259,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA260,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA261,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA262,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA263,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA264,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA265,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA266,Brazil,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
BRA267,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA268,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA269,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA270,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA271,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA272,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA273,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA274,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA275,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA276,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA277,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA278,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA279,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA280,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA281,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,1
BRA282,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA283,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA284,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA285,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA286,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA287,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA288,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA289,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,aacA4 cr (C),,,,,,,
BRA290,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA291,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA292,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA293,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA294,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA295,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA296,Brazil,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
BRA297,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA298,Brazil,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
BRA299,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
BRA300,Brazil,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG001,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG002,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG003,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG004,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG005,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG006,Chicago,E. coli,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG007,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG008,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG009,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG010,Chicago,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG011,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG012,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG013,Chicago,E. coli,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG014,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG015,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG016,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG017,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG018,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG019,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG020,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG021,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG022,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG023,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG024,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG025,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG026,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG027,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG028,Chicago,E. coli,R,S,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
CHG029,Chicago,E. coli,R,S,CTX-M-9-like,,,,,,,,,,,,,,,,,,,,,,,
CHG030,Chicago,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG031,Chicago,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,aacA4 (Amk),,,,,,,
CHG032,Chicago,E. coli,R,S,CTX-M-1-like,,,,,,,,,,,,,,,,,,,,,,,
CHG033,Chicago,E. coli,R,R,CTX-M-9-like,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
CHG034,Chicago,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,aacA4 (Amk),,,,,,,
CHG035,Chicago,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
CHG036,Chicago,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG037,Chicago,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG038,Chicago,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG039,Chicago,E. coli,R,S,CTX-M-9-like,,,,,,,,,,,,,,,,,,,,,,,
CHG040,Chicago,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG041,Chicago,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG042,Chicago,E. coli,R,S,CTX-M-9-like,,,,,,,,,,,,,,,,,,,,,,,
CHG043,Chicago,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG044,Chicago,E. coli,R,S,,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
CHG045,Chicago,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG046,Chicago,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG047,Chicago,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG048,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG049,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG050,Chicago,E. coli,S,S,,,,,,,,,,,OXA-30,,,,,,,,,,,,,
CHG051,Chicago,E. coli,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG052,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG053,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG054,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG055,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG056,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG057,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG058,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG059,Chicago,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG060,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG062,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG063,Chicago,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
CHG064,Chicago,E. coli,R,R,CTX-M-15-like,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
CHG065,Chicago,E. coli,R,S,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
CHG066,Chicago,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
CHG067,Chicago,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
CHG068,Chicago,K. pneumoniae,S,R,,SHV-1-like,,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG069,Chicago,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,VEB,,,,aacA4 (Amk),,aadB,,,,,
CHG070,Chicago,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
CHG071,Chicago,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG072,Chicago,K. pneumoniae,R,S,,SHV-1-like + SHV-5/12-like,,,,,,,,OXA-10-like,,,,,,,,,,,,,,
CHG073,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG074,Chicago,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG075,Chicago,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
CHG076,Chicago,E. coli,R,S,,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
CHG077,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG078,Chicago,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG079,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG080,Chicago,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG081,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG082,Chicago,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG083,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG084,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG085,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG086,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG087,Chicago,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG089,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG090,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG091,Chicago,E. coli,S,R,,,,,,,,,,,,,,,,,,,,,,,,
CHG092,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG093,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG094,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,,,,aadB,,,,,
CHG095,Chicago,E. coli,R,R,,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
CHG096,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG097,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG099,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG100,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG101,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG102,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG103,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG104,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG105,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG106,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG107,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG108,Chicago,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG109,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG110,Chicago,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG111,Chicago,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG112,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG113,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG114,Chicago,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
CHG115,Chicago,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
CHG116,Chicago,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
CHG117,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG118,Chicago,K. pneumoniae,R,S,,SHV-1-like + SHV-5/12-like,,,,,,,,OXA-10-like,,,,,,,aacA4 (Amk),,,,,,,
CHG119,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG120,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG121,Chicago,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
CHG122,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG123,Chicago,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG124,Chicago,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
CHG125,Chicago,E. coli,,,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG126,Chicago,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG127,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG128,Chicago,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
CHG129,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,aacA4 (Amk),,,,,,,
CHG130,Chicago,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,,,,,
CHG131,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG132,Chicago,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG133,Chicago,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
CHG134,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG135,Chicago,E. coli,R,R,CTX-M-15-like + CTX-M-9-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
CHG136,Chicago,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG137,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG138,Chicago,E. coli,R,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG139,Chicago,K. pneumoniae,R,S,,2 x SHV(ESBL),,,,,,,,,,,,,,,,,,,,,,
CHG140,Chicago,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
CHG141,Chicago,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
CHG142,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG143,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG144,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG145,Chicago,E. coli,R,R,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG146,Chicago,E. coli,R,R,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG147,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG148,Chicago,E. coli,R,R,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG149,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG150,Chicago,E. coli,R,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
CHG151,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
CHG153,Chicago,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
